date,Open,High,Low,Close,Volume,symbol
2024-12-06,241.81633519239523,243.5285923470879,240.99007032901886,241.74664306640625,36870600,AAPL
2024-12-09,240.74119161135067,246.12683738886614,240.6615499788263,245.6390380859375,44649200,AAPL
2024-12-10,245.7783914922151,247.09245556004478,244.23536723926503,246.65443420410156,36914800,AAPL
2024-12-11,246.84360125039836,249.67081089954078,245.15124311202538,245.38021850585938,45205800,AAPL
2024-12-12,245.77839247075497,247.62006903646127,244.57383373711528,246.8435821533203,32777500,AAPL
2024-12-13,246.7042460453809,248.16761368202555,245.13135786460256,247.01284790039062,33155300,AAPL
2024-12-16,246.8734431082497,250.24817919808956,246.53496239648825,249.90969848632812,51694800,AAPL
2024-12-17,248.95404406138837,252.68716009783537,248.655391740455,252.33872985839844,51356400,AAPL
2024-12-18,251.02467749046986,253.13512753347695,246.62457993830327,246.9331817626953,56774100,AAPL
2024-12-19,246.3856613682502,250.86540066585474,245.97750369773615,248.66534423828125,60882300,AAPL
2024-12-20,246.92320588947405,253.8518755287198,244.58379575845774,253.34417724609375,147495300,AAPL
2024-12-23,253.62291772369178,254.49894524760987,252.30885365268378,254.12066650390625,40858800,AAPL
2024-12-24,254.3396705835317,257.0474099027653,254.14055892454206,257.0374755859375,23234700,AAPL
2024-12-26,257.0275101814573,258.9289141129315,256.47003399402934,257.853759765625,27237100,AAPL
2024-12-27,256.6691137206059,257.5352220874343,251.9206014592013,254.439208984375,42355300,AAPL
2024-12-30,251.09434735441482,252.35863351915538,249.6210152068174,251.06448364257812,35557500,AAPL
2024-12-31,251.30343580421712,252.13965020658335,248.30697807727114,249.2925262451172,39480700,AAPL
2025-01-02,247.80922035937212,247.97846832553566,240.73124671787497,242.75210571289062,55740700,AAPL
2025-01-03,242.26431274414062,243.080612931882,240.80092995907523,242.26431274414062,40244100,AAPL
2025-01-06,243.2100158477468,246.21642284830082,242.10501290585998,243.89691162109375,45045600,AAPL
2025-01-07,241.88599852058522,244.44443460073458,240.263347789176,241.11947631835938,40856000,AAPL
2025-01-08,240.83076714912374,242.61271628247306,238.96919157849698,241.6072540283203,37628900,AAPL
2025-01-10,238.9293914792433,239.07872524452853,231.95095824677452,235.78363037109375,61710900,AAPL
2025-01-13,232.47855694506205,233.61342361918983,228.68571346021633,233.34463500976562,49630700,AAPL
2025-01-14,233.69305795736565,235.05688478727922,231.4233246799516,232.22967529296875,39435300,AAPL
2025-01-15,233.58354315722423,237.88409983929475,233.37448198930954,236.7989959716797,39832000,AAPL
2025-01-16,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100,AAPL
2025-01-17,231.07489856287185,231.24413133243607,227.4512878984511,228.9445343017578,68488300,AAPL
2025-01-21,222.9914505136237,223.40955766052627,218.39225670760806,221.6375732421875,98070400,AAPL
2025-01-22,218.80041619812283,223.1109227348787,218.80041619812283,222.82223510742188,64126500,AAPL
2025-01-23,223.72813912330528,226.00782197454978,221.29912251598503,222.6529998779297,60234800,AAPL
2025-01-24,223.76794215782238,224.614121166801,220.4131202139208,221.77694702148438,54697900,AAPL
2025-01-27,223.01138591977585,231.10477141655377,222.9715575076631,228.82508850097656,94863400,AAPL
2025-01-28,229.81063008981926,239.1085741517517,229.77080167884077,237.187255859375,75707600,AAPL
2025-01-29,233.06589003597526,238.78005164957875,232.9563846938824,238.2823028564453,45486100,AAPL
2025-01-30,237.59540286874542,239.70585285329432,236.14198492507634,236.520263671875,55658300,AAPL
2025-01-31,246.07705979363328,246.07705979363328,232.38896748106293,234.93743896484375,100959800,AAPL
2025-02-03,228.95449458875606,230.78620649590428,224.6838014511222,226.9833984375,73063300,AAPL
2025-02-04,226.2268315478868,232.08036234711574,225.62952690670866,231.75184631347656,45067300,AAPL
2025-02-05,227.50106167329415,231.62242106375825,227.24223776986636,231.42332458496094,39620300,AAPL
2025-02-06,230.24863411824003,232.74734282564026,229.39250557129796,232.16995239257812,29925300,AAPL
2025-02-07,231.55275755143822,232.946448173879,226.236788599926,226.60513305664062,39707200,AAPL
2025-02-10,228.7876615470872,229.80417456619486,226.42572786906877,226.8741912841797,33115600,AAPL
2025-02-11,227.42233485023965,234.42837673351212,227.3525813044295,231.8272705078125,53718400,AAPL
2025-02-12,230.41209906543347,236.15247950770552,229.89386689621963,236.06277465820312,45243300,AAPL
2025-02-13,236.10264318513748,241.514131106333,234.7672133917818,240.70689392089844,53614100,AAPL
2025-02-14,240.4278591482801,244.71320848741047,240.16875066053348,243.76644897460938,40896200,AAPL
2025-02-18,243.31796980618805,244.34445851454996,241.01584434943877,243.6368865966797,48822500,AAPL
2025-02-19,243.8262313730556,245.17162160901916,242.33134319523683,244.03550720214844,32204200,AAPL
2025-02-20,244.10528213544586,245.93900803040836,243.45748811790233,244.99224853515625,32316900,AAPL
2025-02-21,245.11182656230832,247.84249441981407,244.38431857946645,244.71319580078125,53197400,AAPL
2025-02-24,244.0953010258401,248.01191597096326,243.58704451830639,246.25791931152344,51326400,AAPL
2025-02-25,247.15485528022737,249.14803959700342,244.0753891604379,246.1981201171875,48013300,AAPL
2025-02-26,243.49736566903925,244.14514449402503,238.3150894487839,239.5408935546875,44433600,AAPL
2025-02-27,238.5941277716784,241.6337368385667,236.25213016109495,236.49131774902344,41153600,AAPL
2025-02-28,236.14250368420718,241.26498665715278,229.41550676334808,241.01583862304688,56833400,AAPL
2025-03-03,240.96600727263495,243.1983791446907,235.30537120652147,237.2188262939453,47184000,AAPL
2025-03-04,236.89992456399492,239.25188262538288,233.88023638606123,235.1259765625,53798100,AAPL
2025-03-05,234.61771347352882,235.7438674276595,228.44880585950324,234.93663024902344,47227600,AAPL
2025-03-06,233.64107919926062,237.0494227188423,232.36544239217005,234.52804565429688,45170400,AAPL
2025-03-07,234.30878315837532,240.54744460053885,233.95996981993864,238.2552947998047,46273600,AAPL
2025-03-10,234.73730306532093,235.35520052510583,223.45588808739058,226.70477294921875,72071200,AAPL
2025-03-11,223.04728218644934,225.0703629938446,216.7089556312574,220.08740234375,76137400,AAPL
2025-03-12,219.3897895710681,220.99430349899413,214.17761702040198,216.2405548095703,62547500,AAPL
2025-03-13,215.21406028960521,216.10102664759694,207.70972301630272,208.96542358398438,61368300,AAPL
2025-03-14,210.53007941159925,213.22087501834247,208.86577244295887,212.762451171875,60107600,AAPL
2025-03-17,212.58305520506434,214.48654973692538,209.25444129100026,213.2707061767578,48073400,AAPL
2025-03-18,213.43018643369246,214.4168029665515,210.76928711901598,211.96519470214844,42432400,AAPL
2025-03-19,213.48995680484757,218.0144781615262,213.0215573102422,214.50648498535156,54385400,AAPL
2025-03-20,213.2607660976187,216.74883872802718,211.49679368091097,213.37039184570312,48862900,AAPL
2025-03-21,210.83902892918795,218.09421843072647,210.55998434888178,217.5261688232422,94127800,AAPL
2025-03-24,220.24685206675267,220.72521201243578,217.8351010318318,219.97776794433594,44299500,AAPL
2025-03-25,220.0176475207108,223.3363011191594,219.32999652191663,222.98748779296875,34493600,AAPL
2025-03-26,222.7483031053444,224.25316696482244,219.71866969932233,220.77505493164062,34466100,AAPL
2025-03-27,220.63554992146092,224.22328797900445,219.8083765580053,223.08717346191406,37094800,AAPL
2025-03-28,220.91458161653458,223.04728822423488,216.93817343567548,217.1574249267578,39818600,AAPL
2025-03-31,216.27045427307317,224.8511131847691,215.49311362240712,221.37301635742188,65299300,AAPL
2025-04-01,219.06091135294477,222.91771798921508,218.15400887457568,222.4293975830078,36412700,AAPL
2025-04-02,220.56578026164416,224.4225869866718,220.2667995775576,223.12701416015625,35905900,AAPL
